event_id,num_samples,mae,rmse,csi,f1,far,recall_pod,peak_depth_error,accuracy,csi_iou_equivalent,ets,flood_extent_error,fn,fp,frequency_bias,hss,iou,precision,tn,tp
event_0006,55,0.06494113057851791,0.07659313082695007,0.9539313423545179,0.9764225761591119,0.030885126516725623,0.9838413351925777,0.23508119583129883,0.9809437144885927,True,0.9238798274786366,0.006094637784090638,1460,2833,1.0151957854659435,0.9604340294887568,0.9539313423545179,0.9691148734831654,132093,88894
event_0007,55,0.06270603090524673,0.09067180007696152,0.8732590408086165,0.932341995541568,0.01912271958881569,0.8883834539886287,0.23861825466156006,0.9353293678976857,True,0.7710021576119133,0.047296697443179714,12612,1957,0.9057029576790887,0.870695898701361,0.8732590408086165,0.9808772804110866,110329,100382
event_0014,55,0.04520696774125099,0.05561171472072601,0.9548912082079828,0.9769251601458467,0.044321469761040184,0.9991379903010159,0.23457390069961548,0.9603826349431391,True,0.7203816499207853,0.03817027698863467,163,8762,1.0454749779208619,0.837467256121976,0.9548912082079828,0.9556785302389091,27425,188930
event_0019,55,0.05233097821474075,0.07331941276788712,0.8652721958347898,0.9277704274200086,0.006215741299272976,0.8699804844448881,0.23743367195129395,0.9214311079545046,True,0.7278188503094986,0.0722567471590877,16989,711,0.8754218803810603,0.8424712465420601,0.8652721958347898,0.9937842587006396,93904,113676
event_0033,55,0.04633278399705887,0.05782170221209526,0.9887885309823322,0.9943626590827489,0.001287024699049908,0.9900500876872206,0.24914348125457764,0.9889470880681379,True,0.554797083072846,0.008540482954545075,2207,283,0.9913259486679654,0.7136585077411001,0.9887885309823322,0.9987129753009045,3186,219604
event_0037,55,0.05182724446058273,0.06615348160266876,0.976445802380333,0.9880825431829156,0.0205616649640436,0.9968807021477794,0.251143217086792,0.9790571732954111,True,0.8212254186391194,0.015509588068181129,612,4106,1.0178085403520414,0.9018383009972578,0.976445802380333,0.9794383350359063,24976,195586
event_0049,55,0.05686628073453903,0.072022944688797,0.8989097609662948,0.9467640587225257,0.03823440822920216,0.9322233330088618,0.23399370908737183,0.9473987926135943,True,0.8096396896582895,0.015411931818181132,7661,4189,0.9692833066448764,0.8948076175442856,0.8989097609662948,0.9617655917707066,108058,105372
event_0050,55,0.04244587570428848,0.05328698456287384,0.9306981879917964,0.9641053054890523,0.06730756930318997,0.9977078971495136,0.2342635989189148,0.9518022017045031,True,0.8034666795733884,0.04522372159090708,335,10523,1.0697072950448794,0.8910247011200904,0.9306981879917964,0.932692430696746,68603,145819
event_0055,55,0.06972046941518784,0.0877339318394661,0.9205289361763226,0.9586202155494433,0.00011036657469451239,0.9206224777167406,0.25639480352401733,0.951393821022685,True,0.8181357590028842,0.0484818892045433,10936,14,0.9207240948813313,0.8999721334908911,0.9205289361763226,0.9998896334252266,87494,126836
