dataset,model_type,model_label,run_count,location_count,locations,seed_count,seeds,parameter_count,mean_mae_cm_mean,mean_mae_cm_std,mean_rmse_cm_mean,mean_rmse_cm_std,mean_csi_mean,mean_csi_std,mean_pod_mean,mean_pod_std,mean_far_mean,mean_far_std,mae_reduction_pct_mean,mae_reduction_pct_std,rmse_reduction_pct_mean,rmse_reduction_pct_std,csi_gain_mean,csi_gain_std,latency_ms_per_sample_mean,latency_ms_per_sample_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
larno_ukea,cnn_temporal_transformer,CNN-Temporal Transformer,5,1,ukea,5,"42,44,52,77,2026",9412,1.7950009322077989,0.06747803229567716,6.838651503549218,0.3382512828065204,0.7692101838659607,0.01728911209397409,0.8095993166622811,0.025823194259614803,0.06803247117888465,0.00873053262019423,20.31332048790846,2.9955975159514323,25.08815493189912,3.7052667003922672,0.08056235341204374,0.01728911209397409,3.935178999963682,0.0939799262198044,199.37890625,0.0
larno_ukea,convlstm,Conv-LSTM,5,1,ukea,5,"42,44,52,77,2026",22084,1.7147933415302083,0.06015384855578321,6.7199355769012366,0.30432806776717874,0.7713329013249107,0.013138381935402139,0.8178130562044172,0.0289728081294569,0.07425177740852457,0.0185632065654861,23.87402982130187,2.670450118032959,26.38859100464739,3.333665569976404,0.08268507087099371,0.013138381935402139,1.6382550005801022,0.08417884724057881,23.41845703125,0.0
larno_ukea,convlstm_attention,Conv-LSTM + Attention,5,1,ukea,5,"42,44,52,77,2026",22229,1.9114002602148972,0.09177257702831325,7.2288391289828,0.24360865296049816,0.7583377827543546,0.009454592720236415,0.8095239231472545,0.028696258250932125,0.08297871912145771,0.02469566552196201,15.145927101145205,4.074121524081378,20.813967991856813,2.6685339439148774,0.06968995230043766,0.009454592720236415,1.5539165001246147,0.06344683470716819,35.85498046875,0.0
urbanflood24,cnn_temporal_transformer,CNN-Temporal Transformer,9,3,"location1,location2,location3",3,"42,44,52",9412,0.6337654280094144,0.20332920921967293,2.861680036743579,0.36090442947267254,0.832894181365141,0.03532888812291227,0.8749166304367114,0.03285016098561899,0.06136904647042003,0.01271177175678059,7.275752481783016,7.008180272165922,9.594627942150565,5.454366357404411,0.02221073712126329,0.015586058630541355,3.934761110900177,0.07242435593565325,201.78515625,0.0
urbanflood24,convlstm,Conv-LSTM,9,3,"location1,location2,location3",3,"42,44,52",22084,0.6109730230199167,0.18422590136478761,2.9669073268761803,0.28144040892587163,0.8271534784157591,0.03522232963849499,0.8796471578455911,0.029944234927798526,0.07494665932083909,0.0189496810942949,10.393034381509402,5.602899847612644,6.018974870081436,3.6273662501382904,0.016470034171881396,0.01249525244652552,2.003254722027729,0.5685317362611553,26.69970703125,0.0
urbanflood24,convlstm_attention,Conv-LSTM + Attention,9,3,"location1,location2,location3",3,"42,44,52",22229,0.615413568704481,0.18679750862639116,3.033038045152655,0.3036264582401699,0.8235986217188817,0.040348027199638446,0.8761154639966366,0.026873638898350063,0.07641930679248615,0.027943308225424776,9.766065979504564,5.217394754002515,4.002924130691307,3.2089640050035686,0.012915177475003925,0.009764213896170453,1.643263889127411,0.07134866817657617,39.13623046875,0.0
