dataset,location,model_type,model_label,seed,split_seed,best_epoch,mean_mae_cm,mean_rmse_cm,mean_csi,mean_pod,mean_far,persistence_mean_mae_cm,persistence_mean_rmse_cm,persistence_mean_csi,mae_reduction_pct,rmse_reduction_pct,csi_gain,parameter_count,latency_ms_per_sample,peak_cuda_memory_mb,runtime_sec,train_samples,validation_samples,test_samples,metrics_path
urbanflood24,location1,convlstm,Conv-LSTM,52,44,5,0.7053940013686721,2.626577273598502,0.8538207157365671,0.909524518191588,0.0729694099623274,0.7799897734451482,2.8132149813158023,0.8421212716653288,9.563685911802779,6.634320837791286,0.011699444071238352,22084,1.5806549999979325,26.69970703125,22.175495386123657,256,64,128,urbanflood24/location1/convlstm/seed_52/metrics/test_metrics.json
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,42,44,5,0.8773256164559713,3.472730660831837,0.8380338553297131,0.8768599570481492,0.05598334842100092,0.9307298244665864,3.515648518732764,0.8336805632747064,5.737885109808502,1.2207664580871362,0.0043532920550066745,22229,1.644269999815151,39.13623046875,20.80020785331726,256,64,128,urbanflood24/location1/convlstm_attention/seed_42/metrics/test_metrics.json
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,44,44,5,0.8485562856053944,3.182604512476801,0.8500047648915146,0.8864203336318253,0.05063301857579149,0.9222833877476406,3.323607732168881,0.8345911847593273,7.993974858671069,4.242474776049033,0.015413580132187299,22229,1.6569800005527213,39.13623046875,20.337435483932495,256,64,128,urbanflood24/location1/convlstm_attention/seed_44/metrics/test_metrics.json
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,52,44,5,0.6890751387598487,2.6494862291556314,0.8580762966249282,0.9035260748267606,0.06085615253120958,0.7799897734451482,2.8132149813158023,0.8421212716653288,11.655875215355364,5.819987212054139,0.01595502495959944,22229,1.740537499426864,39.13623046875,20.01233410835266,256,64,128,urbanflood24/location1/convlstm_attention/seed_52/metrics/test_metrics.json
urbanflood24,location2,cnn_temporal_transformer,CNN-Temporal Transformer,42,44,4,0.43074016105213253,3.2490995736743207,0.7623180252016674,0.8094877506287111,0.08159607630348661,0.4765357753041333,3.405420129334767,0.734946553124794,9.610110431430515,4.590345676114349,0.027371472076873404,9412,3.996262500004377,201.78515625,27.846394538879395,256,64,128,urbanflood24/location2/cnn_temporal_transformer/seed_42/metrics/test_metrics.json
urbanflood24,location2,cnn_temporal_transformer,CNN-Temporal Transformer,44,44,5,0.3885011900473816,2.7949060282085876,0.7976635853956072,0.8437572990260469,0.07393942424098983,0.4660761992131865,3.1582870637212945,0.7490271601097989,16.64427604257937,11.505636700564777,0.04863642528580836,9412,4.0215474989963695,201.78515625,28.013171672821045,256,64,128,urbanflood24/location2/cnn_temporal_transformer/seed_44/metrics/test_metrics.json
urbanflood24,location2,cnn_temporal_transformer,CNN-Temporal Transformer,52,44,5,0.3737226408979293,2.8544419747603014,0.8022560186920157,0.8490302300806583,0.07398873917023581,0.4345651958629839,3.213928224678273,0.7542405993984237,14.000788729578328,11.185260677498722,0.04801541929359199,9412,3.9171424999949522,201.78515625,27.79667067527771,256,64,128,urbanflood24/location2/cnn_temporal_transformer/seed_52/metrics/test_metrics.json
urbanflood24,location2,convlstm,Conv-LSTM,42,44,5,0.4221519775530965,3.1503302322493245,0.7656751008589824,0.8246413684160807,0.09641390237335419,0.4765357753041333,3.405420129334767,0.734946553124794,11.412322131812271,7.490702685641108,0.030728547734188427,22084,3.5027249992708676,26.69970703125,35.07437777519226,256,64,128,urbanflood24/location2/convlstm/seed_42/metrics/test_metrics.json
urbanflood24,location2,convlstm,Conv-LSTM,44,44,5,0.37163956461992675,2.8886697880778422,0.7835003683532178,0.861000304395015,0.1145108224747266,0.4660761992131865,3.1582870637212945,0.7490271601097989,20.26205902654638,8.536819807816078,0.03447320824341893,22084,1.766509999288246,26.69970703125,25.2122700214386,256,64,128,urbanflood24/location2/convlstm/seed_44/metrics/test_metrics.json
urbanflood24,location2,convlstm,Conv-LSTM,52,44,4,0.3532111712175391,2.929645419628225,0.7893955417153027,0.8420449979251047,0.08457873406401226,0.4345651958629839,3.213928224678273,0.7542405993984237,18.7207869889091,8.845337704407072,0.03515494231687899,22084,1.5566325004328974,26.69970703125,24.119982719421387,256,64,128,urbanflood24/location2/convlstm/seed_52/metrics/test_metrics.json
