dataset,location,model_type,model_label,lead_minutes,threshold_m,seed_count,csi_mean,csi_std,pod_mean,pod_std,far_mean,far_std,persistence_csi_mean,persistence_csi_std,persistence_pod_mean,persistence_pod_std,persistence_far_mean,persistence_far_std
urbanflood24,location1,convlstm,Conv-LSTM,30,0.05,3,0.8305308732163763,0.016132039541912262,0.8888621732454389,0.022661230362799323,0.07293113499371294,0.00692754198158013,0.8246542905449319,0.014093225894942255,0.8921958943913861,0.024015990161213373,0.08362546912401,0.00798244832568908
urbanflood24,location1,convlstm,Conv-LSTM,30,0.1,3,0.8203895546645774,0.011013929473621703,0.8818286170957358,0.021668845228254182,0.07775693363552738,0.010513176683294243,0.8077854600845383,0.008348608492956001,0.885115265441209,0.024378382017152908,0.09670919587792483,0.0165174383449766
urbanflood24,location1,convlstm,Conv-LSTM,30,0.2,3,0.8274239570817735,0.014818465016651117,0.8761910880512556,0.019995468400264105,0.06282746623101296,0.004052419392621709,0.8084259543325252,0.009997935900498078,0.8803191548716337,0.0237425149208628,0.09104687228122994,0.012934303058993757
urbanflood24,location1,convlstm,Conv-LSTM,30,0.3,3,0.813878692098848,0.015144796245603366,0.8583095346853578,0.01942605759821292,0.05961962145501882,0.005355376589644789,0.7891071369545001,0.009270007067902902,0.8650009386798303,0.02507223525947774,0.09917470447678915,0.015017814560467186
urbanflood24,location1,convlstm,Conv-LSTM,60,0.05,3,0.7230050612317037,0.0077504169607547635,0.8087041147720697,0.01290537373286962,0.12768572924267124,0.004855042306585752,0.7137380044480626,0.003409325544883671,0.8208482484001992,0.016537073395817208,0.15401972304392347,0.013437849459802198
urbanflood24,location1,convlstm,Conv-LSTM,60,0.1,3,0.7059472836584518,0.005495751998787298,0.7945036526139434,0.014168624901094428,0.1359892005644211,0.010688128782842195,0.6874131811323637,0.0025278240819442627,0.8060032611551998,0.018695600270774552,0.17520965299454483,0.02324581072609051
urbanflood24,location1,convlstm,Conv-LSTM,60,0.2,3,0.7083253393947551,0.013658557195819298,0.7828753090986934,0.01641679375852803,0.11832307601009073,0.011450532357426458,0.6812634130654396,0.0047828860998965685,0.7977302393910155,0.021277662168924807,0.17536138020604725,0.02142097971362303
urbanflood24,location1,convlstm,Conv-LSTM,60,0.3,3,0.6898893735590829,0.01590189755984244,0.7512971903782788,0.015433820669854176,0.1059990868524464,0.009229365868815398,0.6563603104181968,0.004002487146036167,0.774445726884985,0.022816105266232407,0.18712641575974331,0.023455974254352314
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,5,0.05,3,0.9647204140121655,0.005584633201810337,0.9758863747269971,0.005512622997019971,0.011722858496992065,0.0006099163515117963,0.9628782152451881,0.004888162642575775,0.9776422543082225,0.006471554438049036,0.015422018329773898,0.001458660483612743
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,5,0.1,3,0.9637557976923073,0.002691217139539103,0.9743514721135487,0.003321170330728762,0.011151776115757725,0.0014435314076842447,0.9609430779827363,0.0014186962314864083,0.9766572938925155,0.004400130647607868,0.016439079450704108,0.0032919968004435705
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,5,0.2,3,0.9634217783147583,0.00281723810833288,0.9734141733859288,0.00293437009873324,0.01054018155708037,0.0014269272102960056,0.9597240567568653,0.0013348773954025897,0.9756656222554643,0.004329633688249101,0.01671179653240843,0.0032161202643581285
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,5,0.3,3,0.9619809455836216,0.00458848319819467,0.9707577059150987,0.004796287505899291,0.00930913855947388,0.0005637768732270245,0.9573870710830682,0.0035051349765434026,0.9733359541894465,0.005968319839766731,0.016797277905855213,0.0024358578949318322
