dataset,location,model_type,model_label,lead_minutes,seed_count,mae_cm_mean,mae_cm_std,rmse_cm_mean,rmse_cm_std,csi_mean,csi_std,pod_mean,pod_std,far_mean,far_std,mae_reduction_pct_mean,mae_reduction_pct_std,rmse_reduction_pct_mean,rmse_reduction_pct_std,csi_gain_mean,csi_gain_std,persistence_mae_cm_mean,persistence_mae_cm_std,persistence_rmse_cm_mean,persistence_rmse_cm_std,persistence_csi_mean,persistence_csi_std
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,30,5,2.1605774887343445,0.09772918387279479,8.564543689985623,0.27098158832585445,0.6992995541350803,0.00993588913246001,0.7512878118378603,0.03323366026136659,0.08720461324476347,0.029706185377149908,14.044209063911259,3.8880296314877514,19.48927821362759,2.5473538412142522,0.08509961733954671,0.00993588913246001,2.5135915395634165,0.0,10.637767864894853,0.0,0.6141999367955335,0.0
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,60,5,4.03871078612482,0.21808843601772154,13.902435845964213,0.49752379495677607,0.6184869810275675,0.020190558039982914,0.7370365955417809,0.05675901129731829,0.19802933106338058,0.05973830062415786,17.76565567804112,4.440614961024974,23.51438696413932,2.7371759077919817,0.13220933871696458,0.020190558039982914,4.911221484678842,0.0,18.176537121361612,0.0,0.4862776423106029,0.0
urbanflood24,location1,cnn_temporal_transformer,CNN-Temporal Transformer,5,3,0.1926900747631868,0.028118266330887598,0.6739304121997429,0.10002332777353543,0.9657856716238352,0.0026193526614077074,0.9768899626714649,0.0026429868345088374,0.011632651455598081,0.00046877161418563685,-3.511912439289954,5.780175911397358,11.534248108104247,4.373016421909592,0.0048425936410989205,0.0014002931433837148,0.18518033538241782,0.017576980505929377,0.7585016535932054,0.08145875448341731,0.9609430779827363,0.0014186962314864083
urbanflood24,location1,cnn_temporal_transformer,CNN-Temporal Transformer,15,3,0.5443407097871278,0.11074464372249145,1.8021534426394694,0.3351369260094294,0.907387027564764,0.011821628852725592,0.9376085927560898,0.012006651676246574,0.034314018898642835,0.0011754440989227882,-0.7210207069050176,9.99806455157784,14.50542169507718,4.987485175597791,0.016338053831919146,0.004445083057351558,0.5350748406442793,0.06456779381261074,2.093240570796819,0.28971505150267884,0.8910489737328449,0.007635985865163835
urbanflood24,location1,cnn_temporal_transformer,CNN-Temporal Transformer,30,3,0.974485989951172,0.18820374568819268,3.177791924273689,0.5660189517474801,0.8256130799452114,0.01692082120557095,0.8842796776712807,0.015652731949771362,0.07443191411047578,0.008451287441652681,3.648125723264956,10.317100416684974,15.572073592873187,5.82606903421219,0.017827619860673088,0.009104673431341283,1.0027991892303767,0.1041135470914745,3.7366646414706137,0.43997724860938,0.8077854600845383,0.008348608492956001
urbanflood24,location1,cnn_temporal_transformer,CNN-Temporal Transformer,60,3,1.6298859263274403,0.21666250504074114,5.446483458680531,0.6605258104282867,0.7120888970368269,0.013061668448167921,0.7912493229125653,0.015321400486361533,0.12318121871496893,0.0019622314053851704,9.174702550125394,7.977974583229286,13.60871593612623,4.8296387685434325,0.024675715904463196,0.014749085683980048,1.7876162822887598,0.09094645042119323,6.281554777095958,0.40931009644045563,0.6874131811323637,0.0025278240819442627
urbanflood24,location1,convlstm,Conv-LSTM,5,3,0.17745277730212733,0.013604627681069572,0.7101439879703323,0.08266587641362236,0.963377672765632,0.0021090955050860442,0.9756740688707071,0.004770249254059049,0.012884540943661519,0.0030634608693254958,3.9062190504503285,4.285455727309336,6.242127232302914,5.813365206663718,0.0024345947828957235,0.0011878356582465022,0.18518033538241782,0.017576980505929377,0.7585016535932054,0.08145875448341731,0.9609430779827363,0.0014186962314864083
urbanflood24,location1,convlstm,Conv-LSTM,15,3,0.499713831547306,0.056058420645693434,1.9359472108720073,0.28420048908169904,0.898248610124691,0.009501780911053925,0.9339514011121498,0.014851951604061235,0.040650346956014806,0.005711469976964542,6.444173116780471,3.055477228825877,7.38875660834573,5.7605925484137845,0.007199636391846139,0.0036870909307299277,0.5350748406442793,0.06456779381261074,2.093240570796819,0.28971505150267884,0.8910489737328449,0.007635985865163835
urbanflood24,location1,convlstm,Conv-LSTM,30,3,0.9194046969702607,0.09897506494715985,3.4607142670416207,0.46356059717249226,0.8203895546645774,0.011013929473621703,0.8818286170957358,0.021668845228254182,0.07775693363552738,0.010513176683294243,8.306923539772772,2.6753290079959537,7.398689194081544,4.99328725982337,0.012604094580039082,0.0055095408891575855,1.0027991892303767,0.1041135470914745,3.7366646414706137,0.43997724860938,0.8077854600845383,0.008348608492956001
urbanflood24,location1,convlstm,Conv-LSTM,60,3,1.5929438106533769,0.11461094163011344,5.852411658729626,0.5407360883661649,0.7059472836584518,0.005495751998787298,0.7945036526139434,0.014168624901094428,0.1359892005644211,0.010688128782842195,10.964456825316642,2.662288966810533,6.962212305405997,3.2477543220217666,0.018534102526088076,0.0074993151510457275,1.7876162822887598,0.09094645042119323,6.281554777095958,0.40931009644045563,0.6874131811323637,0.0025278240819442627
