accuracy,best_epoch,channel_names,csi,csi_iou_equivalent,data_schema,ets,f1,far,flood_extent_error,fn,fp,frequency_bias,hss,iou,latency_ms_per_sample,lead_times,loss,loss_bce,loss_depth,loss_dice,loss_edge,loss_focal,loss_temporal,loss_total,mae,model_label,model_type,num_samples,parameter_count,peak_cuda_memory_mb,peak_depth_error,precision,recall_pod,rmse,seed,split_seed,tn,tp
0.888450168918913,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.865316667874956,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.5206453307642195,0.9277959910223756,0.11153691994339424,0.06839500633445901,32701,136355,1.0926428423318006,0.6847689204458569,0.865316667874956,0.789000625081826,"[1, 3, 6, 12, 24]",0.26270908882489075,0.3074290187576333,0.23955235730957342,0.1467959945266311,0.00032766327294174934,0.19715408452257915,0.004290971606088853,0.26270908882489075,0.0829898789525032,ConvGRU,convgru,296,14393,17.2626953125,0.10864365100860596,0.8884630800565976,0.9707728250999148,0.11398602277040482,42,44,260309,1086155
0.8944923194678995,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8734650918946654,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.532295635283334,0.9324594207855941,0.11598556777818175,0.0856069203969589,15080,144819,1.115956834480924,0.694768846202336,0.8734650918946654,0.770748125796672,"[1, 3, 6, 12, 24]",0.3202044577211947,0.2794067461949748,0.2988935378757683,0.1368917307338199,0.0003835903626168147,0.17495641235664888,0.004768101863462377,0.3202044577211947,0.0986173078417778,ConvGRU,convgru,296,14393,17.2626953125,0.12519395351409912,0.8840144322218102,0.9865219474177107,0.12438454478979111,44,44,251845,1103776
0.9039366026182373,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8776572813942959,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.6026900247225226,0.9348428868216413,0.0637626307900827,0.0021959459459459313,74457,71129,0.997025533223212,0.7520980544280537,0.8776572813942959,0.7603293750435114,"[1, 3, 6, 12, 24]",0.2692012943931528,0.2566741458266168,0.24880069172060168,0.14248801566459038,0.00040370829102923036,0.14801185472390135,0.004223083306380824,0.2692012943931528,0.0807691216468811,ConvGRU,convgru,296,14393,17.2626953125,0.13374435901641846,0.9362373692099083,0.9334525622600144,0.10966350883245468,52,44,325535,1044399
0.884881756756751,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8529281348788126,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.5521151939280913,0.9206273186669293,0.062449267036082376,0.02617979307432415,107070,67394,0.9645387788955776,0.7114358471432832,0.8529281348788126,0.7510418756282888,"[1, 3, 6, 12, 24]",0.25663827842957265,0.2775482181963083,0.23448679656595797,0.15721821140598607,0.00031877116772512955,0.1564504079665435,0.003972255506842221,0.25663827842957265,0.07761619985103607,ConvGRU,convgru,296,14393,17.2626953125,0.0699237585067749,0.9375507329639083,0.9043040391256703,0.1052122488617897,77,44,329270,1011786
0.9027046822212779,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8771929093986042,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.5934655755283192,0.9345793927880187,0.07209442261998568,0.010696658572635064,65621,81832,1.0144889065259424,0.7448740464086399,0.8771929093986042,1.2373593752272427,"[1, 3, 6, 12, 24]",0.24856037344481494,0.27206297611465324,0.22725086115502022,0.1461443417781108,0.00035211022131497393,0.15559957170154196,0.0038153961956865984,0.24856037344481494,0.07810819149017334,ConvGRU,convgru,296,14393,17.2626953125,0.1908015012741089,0.9279055773800055,0.9413499145555734,0.1062161773443222,2026,44,314832,1053235
0.8948829444678995,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8690767646534231,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.5620814430007658,0.9299529868620309,0.08476577138747286,0.024133630701013355,61366,97941,1.0326896401324117,0.7196570262316289,0.8690767646534231,1.3583887499407865,"[1, 3, 6, 12, 24]",0.2572767952003995,0.3106344854207458,0.2338890296381873,0.14727164603568413,0.00047397961296499834,0.20231147334483024,0.004687588655616384,0.2572767952003995,0.07945004105567932,Multi-Horizon Conv-LSTM U-Net,convlstm_unet,296,61325,15.95703125,0.10450804233551025,0.9152342286125185,0.9451529061827354,0.1124788224697113,42,44,298723,1057490
0.8908216321790482,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8688989339154274,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.5228072435325622,0.9298511690357623,0.11552724797398348,0.07985114020270218,22223,143239,1.1081604782027257,0.6866361396072351,0.8688989339154274,1.3988206250360236,"[1, 3, 6, 12, 24]",0.2961915344805331,0.3019531345548662,0.2737515874811121,0.13738019079775424,0.00040691510406071067,0.20250234979431372,0.004529332749960893,0.2961915344805331,0.09070716798305511,Multi-Horizon Conv-LSTM U-Net,convlstm_unet,296,61325,15.95703125,0.10324132442474365,0.8844727520260085,0.9801377478424302,0.11838717013597488,44,44,253425,1096633
0.882784786739859,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8593692110388,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.4999034692669765,0.9243663940424621,0.11734975143552595,0.07324614653716167,33318,144324,1.0992138398506948,0.6665808560484096,0.8593692110388,1.2800406257156283,"[1, 3, 6, 12, 24]",0.27325063661949056,0.39863281848060117,0.24531241164014145,0.15070963711351962,0.00046894303680322056,0.2941604226928305,0.0044765483833396355,0.27325063661949056,0.08591977506875992,Multi-Horizon Conv-LSTM U-Net,convlstm_unet,296,61325,15.95703125,0.12467169761657715,0.882650248564466,0.9702213689697247,0.1232900395989418,52,44,252340,1085538
0.8730257601351293,3,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8410715480311028,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.5079607646445645,0.9136761081642425,0.08281591959147205,0.005625791807432395,100479,91953,0.9923797164246249,0.6737055453353232,0.8410715480311028,1.3646149993292056,"[1, 3, 6, 12, 24]",0.2998735622779743,0.3322925753891468,0.27431140437319473,0.16993913135013064,0.0004301630050994808,0.20216055871365038,0.004290540076515361,0.2998735622779743,0.09093644469976425,Multi-Horizon Conv-LSTM U-Net,convlstm_unet,296,61325,15.95703125,0.07458865642547607,0.917184080408519,0.9101948776249945,0.12464845180511475,77,44,304711,1018377
0.8741078969594537,2,"['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty']",0.8529033531423501,True,"{'schema_version': 2, 'channel_registry_version': 'rain_schema_v2', 'source_artifact_schema_version': 2, 'rain_feature_version': 'causal_rolling_v1', 'rain_features_materialized': True, 'channel_names': ['meteo', 'satellite', 'gis', 'social', 'fused_depth', 'risk_score', 'rain_current', 'rain_accum_3', 'rain_accum_6', 'rain_accum_12', 'miss_sat', 'miss_gis', 'miss_soc', 'dt_sat', 'dt_gis', 'dt_soc', 'q_sat', 'q_gis', 'q_soc', 'n_soc', 'soc_observation_mask', 'exposure', 'drainage_penalty'], 'input_channels': 23, 'target': 'gt_depth', 'time_steps': 72, 'height': 32, 'width': 32, 'checkpoint_schema_compatibility': 'validated'}",0.4529772353686858,0.9206128825722483,0.13873266192068753,0.10926942567567495,12596,178196,1.1480083227868363,0.6235159427721485,0.8529033531423501,1.634405626100488,"[1, 3, 6, 12, 24]",0.3102359034725138,0.425028543466249,0.28082578246657913,0.1524591639235213,0.0005068645810211279,0.32236987393903166,0.005103925104580216,0.3102359034725138,0.09845801442861557,Multi-Horizon Conv-LSTM U-Net,convlstm_unet,296,61325,15.95703125,0.10401856899261475,0.8612673380793047,0.9887420722595134,0.1333562582731247,2026,44,218468,1106260
