csi_max,csi_mean,csi_min,csi_std,f1_max,f1_mean,f1_min,f1_std,far_max,far_mean,far_min,far_std,latency_ms_per_sample_max,latency_ms_per_sample_mean,latency_ms_per_sample_min,latency_ms_per_sample_std,mae_max,mae_mean,mae_min,mae_std,model_type,parameter_count_max,parameter_count_mean,parameter_count_min,parameter_count_std,peak_cuda_memory_mb_max,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_min,peak_cuda_memory_mb_std,rmse_max,rmse_mean,rmse_min,rmse_std,seeds
0.8835374442075452,0.8671516161308522,0.8593928200588893,0.009858152593546499,0.9381681709794402,0.9288259318571145,0.9243800515330859,0.0056277523746266975,0.10838545341778591,0.07952012181449226,0.05262056690676323,0.02015071373791077,0.18422875000396743,0.17572637472767383,0.16922687500482425,0.005644184356182774,0.08510230481624603,0.08276303261518478,0.08064576983451843,0.001956193141052842,unet_single_frame,27605.0,27605.0,27605.0,0.0,14.89013671875,14.89013671875,14.89013671875,0.0,0.12140846997499466,0.11390220820903778,0.10936235636472702,0.004771890842469172,"[42, 44, 52, 77, 2026]"
0.8872819898603678,0.877940213462346,0.8502615642918591,0.01564223833719579,0.9402749455700856,0.934943616499426,0.9190717421538501,0.008966362064479766,0.09551046445522615,0.08436527326923804,0.06858701497989096,0.011485614710393732,0.2580437489086762,0.2515871249488555,0.24568250082666054,0.004890549625799718,0.08490896224975586,0.08172809630632401,0.0761251226067543,0.004191723106376572,cnn3d,15437.0,15437.0,15437.0,0.0,34.97021484375,34.97021484375,34.97021484375,0.0,0.11435213685035706,0.11152307093143463,0.10653351247310638,0.0030433864902717784,"[42, 44, 52, 77, 2026]"
0.8776572813942959,0.8693120170882669,0.8529281348788126,0.010409062660510482,0.9348428868216413,0.9300610020169119,0.9206273186669293,0.005982460747660652,0.11598556777818175,0.08516576163354535,0.062449267036082376,0.026411604843810766,1.2373593752272427,0.8616958753555082,0.7510418756282888,0.21047483979040363,0.0986173078417778,0.0836201399564743,0.07761619985103607,0.008658369528952724,convgru,14393.0,14393.0,14393.0,0.0,17.2626953125,17.2626953125,17.2626953125,0.0,0.12438454478979111,0.1118925005197525,0.1052122488617897,0.007782172196859069,"[42, 44, 52, 77, 2026]"
0.8690767646534231,0.8582639621562207,0.8410715480311028,0.011785119109540382,0.9299529868620309,0.9236919081353492,0.9136761081642425,0.006844508389566903,0.13873266192068753,0.10783827046182837,0.08281591959147205,0.023782926258789232,1.634405626100488,1.4072541252244264,1.2800406257156283,0.13421822034626077,0.09845801442861557,0.08909428864717484,0.07945004105567932,0.007013617598105613,convlstm_unet,61325.0,61325.0,61325.0,0.0,15.95703125,15.95703125,15.95703125,0.0,0.1333562582731247,0.12243214845657349,0.1124788224697113,0.007752656010101287,"[42, 44, 52, 77, 2026]"
