dataset,location,model_type,model_label,lead_minutes,threshold_m,seed_count,csi_mean,csi_std,pod_mean,pod_std,far_mean,far_std,f1_mean,f1_std,false_positive_rate_mean,false_positive_rate_std,persistence_csi_mean,persistence_csi_std,persistence_pod_mean,persistence_pod_std,persistence_far_mean,persistence_far_std,persistence_f1_mean,persistence_f1_std,persistence_false_positive_rate_mean,persistence_false_positive_rate_std
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),5,0.3,5,0.8842543208898108,0.00416857915984738,0.8915479979896129,0.004037197012069344,0.009164913589727722,0.0020315665465700117,0.9385669466363983,0.0023550332743610533,0.00021597940630879134,4.840322717758511e-05,0.8437696072280085,0.0,0.8448651365387837,0.0,0.0015344255803593527,0.0,0.9152657728169877,0.0,3.3986607084124524e-05,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),15,0.05,5,0.8132922623472346,0.011497670673847188,0.8799847681030231,0.008574259419243916,0.08505587732246801,0.01676982323269472,0.8969893386813735,0.007018742527240552,0.011577750340360751,0.0025177287387540747,0.8116672514269577,0.0,0.820869429755857,0.0,0.013623269792739109,0.0,0.8960445145626482,0.0,0.001596678907871627,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),15,0.1,5,0.8104989857122967,0.010128325752621927,0.8339463800025904,0.00845985130478724,0.033477686981391995,0.010564106015159681,0.8952974281883348,0.006208974013736282,0.002607389466575065,0.0008543406769176227,0.7540115883191798,0.0,0.760134697578034,0.0,0.010570325539052886,0.0,0.8597566781662235,0.0,0.0007300969969375517,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),15,0.2,5,0.7645150267331092,0.00943450159055162,0.7813137200873269,0.008876729570859563,0.027325604025678775,0.00776646899325636,0.8665116008284248,0.00607489411951459,0.0011680642109041079,0.0003411555894399987,0.6759391846361186,0.0,0.6803662646516458,0.0,0.00953468279437176,0.0,0.8066392752585221,0.0,0.0003476515518872754,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),15,0.3,5,0.7286785688358713,0.01263256965905667,0.7436743398356646,0.010741258890921186,0.026941781416084262,0.010605437433240057,0.8429848085023196,0.008499289678636312,0.000728669172250402,0.00029108666692194147,0.629461632308318,0.0,0.6310606535783729,0.0,0.004009305548680889,0.0,0.7726007410393749,0.0,8.959047199800026e-05,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),30,0.05,5,0.7115005422494606,0.00929018751612498,0.824001751842455,0.01635649118391821,0.1604411242873674,0.017993615768934105,0.8314002660561547,0.006359292129327635,0.026079186826752684,0.0040072179930759275,0.6993339181373497,0.0,0.7103494623655914,0.0,0.021693237242483804,0.0,0.823068274778972,0.0,0.0025959221870457756,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),30,0.1,5,0.6983925671322678,0.01431150182336288,0.7584961509385747,0.019521569723082725,0.1014241732428757,0.015664585583270395,0.8223317027743826,0.00999789012835964,0.009597176518648444,0.0017653905540332064,0.6141999367955335,0.0,0.6208115503785177,0.0,0.017044017735219245,0.0,0.7609961105745386,0.0,0.0012005970922037191,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),30,0.2,5,0.6451304763676842,0.016487589061258783,0.6675759613229597,0.017529971440612562,0.04940358863383513,0.011033423205732975,0.7841683182446866,0.012237189359759326,0.00248919904663127,0.0005849635589752045,0.5045513654096229,0.0,0.5093330771939936,0.0,0.0182670945445569,0.0,0.6707000864304236,0.0,0.000677706878037947,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),30,0.3,5,0.6026610895143577,0.0184740379355734,0.6198497112404397,0.019075833741767665,0.04390550173373926,0.011274309104895266,0.7519084812448616,0.01449220389038648,0.0014367903154677143,0.00038456346735295607,0.44571619068785423,0.0,0.4471871028162419,0.0,0.007325644706231748,0.0,0.6166026133743274,0.0,0.00016607698116933905,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),60,0.05,5,0.6636375028683636,0.00905585425642461,0.7905149387755102,0.031687475894845614,0.19228106056984837,0.03214807747407295,0.7977794611408838,0.006534517030495016,0.03742947469263931,0.00978510512655853,0.595591200322595,0.0,0.60768,0.0,0.032321467569338284,0.0,0.7465461080534651,0.0,0.003969982436532013,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),60,0.1,5,0.6292161252769347,0.017307438986973143,0.7009927966895424,0.038576406242516764,0.13671260445951855,0.027869071599737096,0.7722764359183216,0.013117929275218192,0.016254517111882662,0.004737231749049758,0.4862776423106029,0.0,0.49242204928222333,0.0,0.025018122966434582,0.0,0.6543563981149901,0.0,0.0018129530855630783,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),60,0.2,5,0.5550170275430978,0.03304433867225679,0.5861235586171941,0.04667617712059921,0.08269806679782381,0.026616255750156803,0.7132522323948222,0.02768547443814679,0.005602273222396375,0.0023674873671338218,0.3608003835266186,0.0,0.36412123166952737,0.0,0.0246544063194273,0.0,0.5302767222795407,0.0,0.0009408955111394257,0.0
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),60,0.3,5,0.4969917920142114,0.03883310878828821,0.5113683097350332,0.04693714299068343,0.04898896935599121,0.02468852435420676,0.6630710929217776,0.0353297954298625,0.002184312767595021,0.0013082354605584287,0.29212463594186777,0.0,0.2931672639680395,0.0,0.012027916646042667,0.0,0.4521616999105191,0.0,0.00027998101198733517,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),5,0.05,5,0.9300077701020716,0.002388326768128937,0.9478930481283423,0.0019345526617748875,0.019876758926671387,0.0032622399211913364,0.9637331561819337,0.0012814278883687405,0.002374842465342375,0.0004009446828933194,0.9234984825346504,0.0,0.9289936801166747,0.0,0.006364458865004836,0.0,0.9602279293901281,0.0,0.0007345616035527816,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),5,0.1,5,0.920301502331535,0.002073381681583077,0.9330893499732027,0.0012946522454291988,0.01466759119190417,0.0029682110555891237,0.9584956694697475,0.0011240590332947252,0.001042615381964982,0.00021493905424558438,0.9001021543903518,0.0,0.9039889748105046,0.0,0.0047541177065596706,0.0,0.9474250132400379,0.0,0.0003238791999494657,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),5,0.2,5,0.9015718243664206,0.0011948989938802147,0.9114289555047721,0.0013551488554866442,0.011844022440219272,0.0029926402016896255,0.9482381026488871,0.0006610978145621952,0.00045260095348824273,0.00011637780833281488,0.8660321715817695,0.0,0.8684769458260518,0.0,0.003239940755369045,0.0,0.9282071175093027,0.0,0.00011682178003015115,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),5,0.3,5,0.8846186759694171,0.0017799210166080826,0.892260010051935,0.0018145761298578318,0.009571806797909053,0.004019903664530615,0.9387764172810719,0.0010019387204956785,0.00022628502265042912,9.635993210132587e-05,0.8437696072280085,0.0,0.8448651365387837,0.0,0.0015344255803593527,0.0,0.9152657728169877,0.0,3.3986607084124524e-05,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),15,0.05,5,0.7964345099020805,0.016551224899520798,0.8845976096307131,0.0043581803230985,0.11106401598832472,0.022432965230052025,0.8865895312496977,0.010210494849547669,0.015661591827929207,0.003529974553994752,0.8116672514269577,0.0,0.820869429755857,0.0,0.013623269792739109,0.0,0.8960445145626482,0.0,0.001596678907871627,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),15,0.1,5,0.806092905877199,0.007192938459710764,0.8426188317575444,0.0034527039281542758,0.05096249893487399,0.011571136996769017,0.8926197310776401,0.004399860517832003,0.004081789494521362,0.0009682227249813935,0.7540115883191798,0.0,0.760134697578034,0.0,0.010570325539052886,0.0,0.8597566781662235,0.0,0.0007300969969375517,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),15,0.2,5,0.7679845090018599,0.0030075077947418353,0.7904279446363849,0.0026101267239714014,0.035601781918933505,0.0074789695199903895,0.8687650957453329,0.001924107144450748,0.001552393564058455,0.0003402081257840631,0.6759391846361186,0.0,0.6803662646516458,0.0,0.00953468279437176,0.0,0.8066392752585221,0.0,0.0003476515518872754,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),15,0.3,5,0.731086859647795,0.004494595081577223,0.7489619268644546,0.0038807826677708223,0.03148478819678212,0.01175141296364525,0.8446486831748068,0.0029997954281465802,0.0008640503299362692,0.00033597100184133385,0.629461632308318,0.0,0.6310606535783729,0.0,0.004009305548680889,0.0,0.7726007410393749,0.0,8.959047199800026e-05,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),30,0.05,5,0.700231811510079,0.025329100075683904,0.8287256856348919,0.011034656504068206,0.18050996178156328,0.038792022700792426,0.8234261456409123,0.017700887667117193,0.030537054735877985,0.008560262244607849,0.6993339181373497,0.0,0.7103494623655914,0.0,0.021693237242483804,0.0,0.823068274778972,0.0,0.0025959221870457756,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),30,0.1,5,0.6869649439932085,0.015141417920126481,0.7672206901691884,0.00922511349991891,0.1315950922597545,0.02831992934177183,0.8143430792968857,0.010677102704413292,0.01309778988007092,0.003431306465712784,0.6141999367955335,0.0,0.6208115503785177,0.0,0.017044017735219245,0.0,0.7609961105745386,0.0,0.0012005970922037191,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),30,0.2,5,0.6477301973835594,0.005867820945912619,0.6794864406236993,0.0049720833016182134,0.06718252550122623,0.012059460123415277,0.7861936821676108,0.004315702173451471,0.0035101095091891097,0.0006880376254133035,0.5045513654096229,0.0,0.5093330771939936,0.0,0.0182670945445569,0.0,0.6707000864304236,0.0,0.000677706878037947,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),30,0.3,5,0.6063481319251233,0.005106776819674955,0.6268958904720494,0.0025389072416221754,0.05128618378130605,0.00867332328246588,0.754927315795527,0.003951703539305008,0.0017076753374560823,0.0003011912112301625,0.44571619068785423,0.0,0.4471871028162419,0.0,0.007325644706231748,0.0,0.6166026133743274,0.0,0.00016607698116933905,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),60,0.05,5,0.6555016924581339,0.025963526588076522,0.8000483265306122,0.016996776534628454,0.21470352693640163,0.043402651391349474,0.7916072375037206,0.019116207153981164,0.0435768162222577,0.012374991693899,0.595591200322595,0.0,0.60768,0.0,0.032321467569338284,0.0,0.7465461080534651,0.0,0.003969982436532013,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),60,0.1,5,0.6245217381596794,0.02400619187495291,0.724401001311241,0.016128299072387546,0.1795205468200264,0.04361682017411472,0.768598902561763,0.018240818502421142,0.02319456016341011,0.007567757193826217,0.4862776423106029,0.0,0.49242204928222333,0.0,0.025018122966434582,0.0,0.6543563981149901,0.0,0.0018129530855630783,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),60,0.2,5,0.5631862871265901,0.01313778559421592,0.6200209655680863,0.013078925180313419,0.13919406679988233,0.02806972785999389,0.7204719435587754,0.010710574211872204,0.010351970287014347,0.002650947761424787,0.3608003835266186,0.0,0.36412123166952737,0.0,0.0246544063194273,0.0,0.5302767222795407,0.0,0.0009408955111394257,0.0
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),60,0.3,5,0.5106177730449322,0.00659560847288013,0.5456083661359497,0.0063981812744097685,0.11145152477599524,0.012825164287774417,0.6760131304523643,0.005776046817341449,0.005379783297001092,0.0007165107871846523,0.29212463594186777,0.0,0.2931672639680395,0.0,0.012027916646042667,0.0,0.4521616999105191,0.0,0.00027998101198733517,0.0
