dataset,location,model_type,model_label,seed,lead_minutes,depth_bin_m,pixels,mae_cm,rmse_cm,persistence_mae_cm,persistence_rmse_cm
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,5,0.50+,12436,9.295183151298952,11.886509171458053,10.86350979409865,13.455957836388228
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,15,0.00-0.10,858790,0.3021579304175155,0.8124557181270349,0.17199536230539633,0.6995547435309106
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,15,0.10-0.30,45324,3.8763333935323123,6.099170088610445,5.551429416960648,7.52614404114484
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,15,0.30-0.50,14100,9.74262651145881,15.356483844175767,13.154482909762265,17.345726286586768
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,15,0.50+,17786,25.77828823193031,32.56962294142026,30.235548896856844,36.21862047951262
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,30,0.00-0.10,842081,0.530559603011914,1.3622884288384918,0.2513914377901772,0.9174298511174458
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,30,0.10-0.30,49072,5.823096968941111,8.157084354517327,8.711201535935025,10.79257884431867
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,30,0.30-0.50,17899,13.439503339250845,19.22998834691663,19.382019927914072,22.741585499570398
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,30,0.50+,26948,42.010058004547865,50.604547172664105,50.71377732093033,57.86708993304317
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,60,0.00-0.10,818554,0.7089177718646165,1.874476072028679,0.291937604238047,0.9951907148157071
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,60,0.10-0.30,49362,7.314230552329056,9.714236130428805,11.322287135496346,13.7529954329003
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,60,0.30-0.50,23786,16.3301432501961,21.716762483650612,26.518831346871565,28.79677465500664
larno_ukea,ukea,simvp_lite,SimVP Lite (adapted),77,60,0.50+,44298,58.394661310149765,68.6844306332473,71.52171556189602,79.41411709651686
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,5,0.00-0.10,870695,0.12159114898619708,0.3781489981598862,0.07725666336118858,0.3763963210709829
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,5,0.10-0.30,41429,1.7046992810509,3.387897573334294,2.3514664405443195,3.8575559656027414
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,5,0.30-0.50,11440,4.090347143241784,7.053163946941616,5.389570514769196,7.850880605646717
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,5,0.50+,12436,9.18795428966433,11.834565349618362,10.86350979409865,13.455957836388228
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,15,0.00-0.10,858790,0.30932570270504667,0.829984420472582,0.17199536230539633,0.6995547435309106
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,15,0.10-0.30,45324,3.700248783107611,6.019562816483786,5.551429416960648,7.52614404114484
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,15,0.30-0.50,14100,9.614131709679643,15.333203160417197,13.154482909762265,17.345726286586768
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,15,0.50+,17786,25.08680702569473,31.771717389524824,30.235548896856844,36.21862047951262
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,30,0.00-0.10,842081,0.5193502011182585,1.3945245454853445,0.2513914377901772,0.9174298511174458
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,30,0.10-0.30,49072,5.415772275153801,7.887971033056986,8.711201535935025,10.79257884431867
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,30,0.30-0.50,17899,13.243952740689977,19.319536580406968,19.382019927914072,22.741585499570398
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,30,0.50+,26948,41.361345493184785,50.019853285790894,50.71377732093033,57.86708993304317
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,60,0.00-0.10,818554,0.7339570590857204,2.0677581732781065,0.291937604238047,0.9951907148157071
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,60,0.10-0.30,49362,6.667294937412841,9.031254553727994,11.322287135496346,13.7529954329003
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,60,0.30-0.50,23786,15.282840284669327,20.937405842634178,26.518831346871565,28.79677465500664
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),2026,60,0.50+,44298,56.520403094636464,67.39528749267751,71.52171556189602,79.41411709651686
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),42,5,0.00-0.10,870695,0.13363322986180276,0.4139002573005544,0.07725666336118858,0.3763963210709829
larno_ukea,ukea,urnn_lite,U-RNN Lite (adapted),42,5,0.10-0.30,41429,1.7278614616838752,3.3649652898701934,2.3514664405443195,3.8575559656027414
