dataset,location,model_type,model_label,seed,split_seed,rain_forcing,prediction_mode,lead_minutes,threshold_m,csi,pod,far,f1,false_positive_rate,persistence_csi,persistence_pod,persistence_far,persistence_f1,persistence_false_positive_rate
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,15,0.05,0.8247586807883094,0.8518611474118757,0.037142829193852894,0.9039646606114596,0.004627931155105777,0.8116672514269577,0.820869429755857,0.013623269792739109,0.8960445145626482,0.001596678907871627
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,15,0.1,0.79222371193258,0.8035617148037819,0.017498574776715018,0.8840678835549096,0.0012866940695629898,0.7540115883191798,0.760134697578034,0.010570325539052886,0.8597566781662235,0.0007300969969375517
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,15,0.2,0.7472743222356824,0.7583458742237013,0.019162760095402583,0.8553600459022664,0.0007864350639780113,0.6759391846361186,0.6803662646516458,0.00953468279437176,0.8066392752585221,0.0003476515518872754
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,15,0.3,0.7235777360696594,0.7375337138556106,0.025484833416210842,0.8396229783283945,0.0006802239540588908,0.629461632308318,0.6310606535783729,0.004009305548680889,0.7726007410393749,8.959047199800026e-05
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,30,0.05,0.7281948549380322,0.7795245862027305,0.0829269159360037,0.8427230909261595,0.011616938454492961,0.6993339181373497,0.7103494623655914,0.021693237242483804,0.823068274778972,0.0025959221870457756
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,30,0.1,0.672480719399408,0.699102418041078,0.05359124781988267,0.8041715657456399,0.004415252214454429,0.6141999367955335,0.6208115503785177,0.017044017735219245,0.7609961105745386,0.0012005970922037191
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,30,0.2,0.615482432729442,0.6276214260557743,0.03046714642530356,0.7619797284821628,0.0014103629624032952,0.5045513654096229,0.5093330771939936,0.0182670945445569,0.6707000864304236,0.000677706878037947
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,30,0.3,0.5860473200512742,0.6014672107387339,0.041912339276834555,0.7390035752934891,0.0013241272822960815,0.44571619068785423,0.4471871028162419,0.007325644706231748,0.6166026133743274,0.00016607698116933905
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,60,0.05,0.6560343317568751,0.7337730612244898,0.13903788389627905,0.792295569211893,0.023177391026664537,0.595591200322595,0.60768,0.032321467569338284,0.7465461080534651,0.003969982436532013
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,60,0.1,0.5894291688283104,0.6384721489024743,0.11529295169777484,0.7416866135190204,0.011938125035122912,0.4862776423106029,0.49242204928222333,0.025018122966434582,0.6543563981149901,0.0018129530855630783
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,60,0.2,0.5160844832688493,0.542409197203055,0.08595721551422913,0.6808123016418094,0.005214374622434764,0.3608003835266186,0.36412123166952737,0.0246544063194273,0.5302767222795407,0.0009408955111394257
larno_ukea,ukea,convlstm,Conv-LSTM,2026,44,past_only,residual,60,0.3,0.4790193106545414,0.5013365842194936,0.08502881651253183,0.6477526117526498,0.0036547315638840623,0.29212463594186777,0.2931672639680395,0.012027916646042667,0.4521616999105191,0.00027998101198733517
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,5,0.05,0.9333050863779058,0.9423432182790471,0.010171984149679318,0.9655021268541486,0.0011954630018604093,0.9234984825346504,0.9289936801166747,0.006364458865004836,0.9602279293901281,0.0007345616035527816
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,5,0.1,0.9160828533653481,0.9230686777428987,0.008193619506737524,0.9562038006408426,0.0005719568850171415,0.9001021543903518,0.9039889748105046,0.0047541177065596706,0.9474250132400379,0.0003238791999494657
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,5,0.2,0.8947016859486467,0.9002822960075278,0.00688059790023133,0.9444248586295884,0.00025812050444757207,0.8660321715817695,0.8684769458260518,0.003239940755369045,0.9282071175093027,0.00011682178003015115
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,5,0.3,0.8796131014155839,0.887460211090635,0.009952340902719372,0.9359512345951676,0.0002335208809328556,0.8437696072280085,0.8448651365387837,0.0015344255803593527,0.9152657728169877,3.3986607084124524e-05
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,15,0.05,0.8208617729575813,0.8482695353405973,0.03787068212382084,0.9016189862938092,0.00470228032562499,0.8116672514269577,0.820869429755857,0.013623269792739109,0.8960445145626482,0.001596678907871627
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,15,0.1,0.796862076424854,0.8110736951172128,0.021515625,0.8869485163940231,0.0016034187636092643,0.7540115883191798,0.760134697578034,0.010570325539052886,0.8597566781662235,0.0007300969969375517
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,15,0.2,0.7579437107508711,0.7700247991691218,0.020279927725789487,0.8623071445525754,0.0008460646181852138,0.6759391846361186,0.6803662646516458,0.00953468279437176,0.8066392752585221,0.0003476515518872754
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,15,0.3,0.7308683645289966,0.7470049551527316,0.028707743750764587,0.8445106277367087,0.0007786628677357059,0.629461632308318,0.6310606535783729,0.004009305548680889,0.7726007410393749,8.959047199800026e-05
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,30,0.05,0.7418192918192918,0.8257747372236317,0.1205336678810104,0.851775261995724,0.01865181291440177,0.6993339181373497,0.7103494623655914,0.021693237242483804,0.823068274778972,0.0025959221870457756
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,30,0.1,0.7014913349512119,0.7417348992216697,0.07179118199624256,0.8245605728827603,0.00639843435488985,0.6141999367955335,0.6208115503785177,0.017044017735219245,0.7609961105745386,0.0012005970922037191
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,30,0.2,0.642297852546709,0.6631607594531425,0.04669305472453629,0.7821941087613293,0.0023227487424645177,0.5045513654096229,0.5093330771939936,0.0182670945445569,0.6707000864304236,0.000677706878037947
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,30,0.3,0.611653835371245,0.6324391821080563,0.050992070130826114,0.7590387240078144,0.001710144049338329,0.44571619068785423,0.4471871028162419,0.007325644706231748,0.6166026133743274,0.00016607698116933905
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,60,0.05,0.6853348132913286,0.8225763265306122,0.19578472874007954,0.813292181335675,0.03916844962478046,0.595591200322595,0.60768,0.032321467569338284,0.7465461080534651,0.003969982436532013
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,60,0.1,0.6360617219799832,0.7191560376683752,0.15372977305746205,0.7775522322106687,0.018744029104982688,0.4862776423106029,0.49242204928222333,0.025018122966434582,0.6543563981149901,0.0018129530855630783
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,60,0.2,0.5610067244697182,0.5977721204022625,0.09879995137284868,0.7187755384721933,0.006699317350278088,0.3608003835266186,0.36412123166952737,0.0246544063194273,0.5302767222795407,0.0009408955111394257
larno_ukea,ukea,convlstm,Conv-LSTM,42,44,past_only,residual,60,0.3,0.5146180051379425,0.5413753598495975,0.08762593133493403,0.679535042356867,0.00407873573018587,0.29212463594186777,0.2931672639680395,0.012027916646042667,0.4521616999105191,0.00027998101198733517
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,5,0.05,0.92973118641784,0.9392318911035489,0.010762818609128427,0.9635862165275983,0.0012614775250555123,0.9234984825346504,0.9289936801166747,0.006364458865004836,0.9602279293901281,0.0007345616035527816
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,5,0.1,0.9136651253346313,0.9198070591838298,0.007255358884096055,0.9548850666073189,0.0005041949247440263,0.9001021543903518,0.9039889748105046,0.0047541177065596706,0.9474250132400379,0.0003238791999494657
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,5,0.2,0.8916020326290452,0.8962763812340369,0.005815340570201598,0.9426951517807909,0.00021695473434170926,0.8660321715817695,0.8684769458260518,0.003239940755369045,0.9282071175093027,0.00011682178003015115
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,5,0.3,0.8779168919762073,0.883983916904004,0.007757040101546707,0.9349901433096329,0.0001808964570606628,0.8437696072280085,0.8448651365387837,0.0015344255803593527,0.9152657728169877,3.3986607084124524e-05
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,15,0.05,0.8258117096944152,0.8681575462798689,0.055771004725239555,0.9045967941925739,0.007221620251251443,0.8116672514269577,0.820869429755857,0.013623269792739109,0.8960445145626482,0.001596678907871627
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,15,0.1,0.7963415715534387,0.8141950524543453,0.026797739763139563,0.8866260004936356,0.0020156266374783127,0.7540115883191798,0.760134697578034,0.010570325539052886,0.8597566781662235,0.0007300969969375517
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,15,0.2,0.7485057471264368,0.7591513173233854,0.018390111546578235,0.8561661845911123,0.0007549326579817533,0.6759391846361186,0.6803662646516458,0.00953468279437176,0.8066392752585221,0.0003476515518872754
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,15,0.3,0.7247289910126934,0.7359342658219908,0.020576818732000502,0.8403975288745635,0.0005452852184569645,0.629461632308318,0.6310606535783729,0.004009305548680889,0.7726007410393749,8.959047199800026e-05
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,30,0.05,0.7412569515535512,0.8092077443518183,0.10175600352038892,0.8514044419374188,0.015107620014734285,0.6993339181373497,0.7103494623655914,0.021693237242483804,0.823068274778972,0.0025959221870457756
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,30,0.1,0.6834490036121595,0.7171924743662091,0.0644072505035072,0.8119628241136975,0.005506596158801826,0.6141999367955335,0.6208115503785177,0.017044017735219245,0.7609961105745386,0.0012005970922037191
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,30,0.2,0.6110876468471851,0.6253802068325169,0.03605093026698909,0.7586026099114495,0.0016725164675902712,0.5045513654096229,0.5093330771939936,0.0182670945445569,0.6707000864304236,0.000677706878037947
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,30,0.3,0.581016341084593,0.5922358240239035,0.031575876905126525,0.7349909371411177,0.000971774768193565,0.44571619068785423,0.4471871028162419,0.007325644706231748,0.6166026133743274,0.00016607698116933905
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,60,0.05,0.6882253733661763,0.8101485714285714,0.17943392357505242,0.8153240488192806,0.0346504869870669,0.595591200322595,0.60768,0.032321467569338284,0.7465461080534651,0.003969982436532013
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,60,0.1,0.6237781752027381,0.6889889821705294,0.13174243806131097,0.7683046671382386,0.014999621283385091,0.4862776423106029,0.49242204928222333,0.025018122966434582,0.6543563981149901,0.0018129530855630783
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,60,0.2,0.5284103302360075,0.5581333732677487,0.09155510556118049,0.6914508751774973,0.005750178699491634,0.3608003835266186,0.36412123166952737,0.0246544063194273,0.5302767222795407,0.0009408955111394257
larno_ukea,ukea,convlstm,Conv-LSTM,44,44,past_only,residual,60,0.3,0.48060029282576866,0.5014100229128723,0.07949091301299682,0.6491965389369592,0.0033966420713525272,0.29212463594186777,0.2931672639680395,0.012027916646042667,0.4521616999105191,0.00027998101198733517
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,5,0.05,0.92153312788906,0.9304035002430724,0.010239755073333195,0.959164444800834,0.0011882614175118527,0.9234984825346504,0.9289936801166747,0.006364458865004836,0.9602279293901281,0.0007345616035527816
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,5,0.1,0.9107911262487266,0.9172345149682261,0.00765382194095623,0.9533131211853549,0.0005306106041725289,0.9001021543903518,0.9039889748105046,0.0047541177065596706,0.9474250132400379,0.0003238791999494657
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,5,0.2,0.8941349365397462,0.8996639333243716,0.006826343750927492,0.9441090170409661,0.000255895327685093,0.8660321715817695,0.8684769458260518,0.003239940755369045,0.9282071175093027,0.00011682178003015115
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,5,0.3,0.8815865903244544,0.8899313117775172,0.010524355033994598,0.9370672546857773,0.0002477733290649078,0.8437696072280085,0.8448651365387837,0.0015344255803593527,0.9152657728169877,3.3986607084124524e-05
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,15,0.05,0.8075015143825413,0.8537305165863242,0.0628437882976601,0.8935002354987138,0.008062619065321231,0.8116672514269577,0.820869429755857,0.013623269792739109,0.8960445145626482,0.001596678907871627
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,15,0.1,0.7902849905003166,0.8080948063722315,0.027131118145104705,0.8828594270674883,0.002026106498678373,0.7540115883191798,0.760134697578034,0.010570325539052886,0.8597566781662235,0.0007300969969375517
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,15,0.2,0.7528035919390206,0.7640687594056678,0.019208793600696522,0.8589708457936688,0.0007943106654770758,0.6759391846361186,0.6803662646516458,0.00953468279437176,0.8066392752585221,0.0003476515518872754
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,15,0.3,0.7291108028972106,0.7418929937903782,0.023084864753252117,0.8433361259157591,0.0006182848623071869,0.629461632308318,0.6310606535783729,0.004009305548680889,0.7726007410393749,8.959047199800026e-05
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,30,0.05,0.6922981496232649,0.80064485924852,0.16350970755066782,0.8181751540381729,0.025792465603408796,0.6993339181373497,0.7103494623655914,0.021693237242483804,0.823068274778972,0.0025959221870457756
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,30,0.1,0.6737385548376867,0.7239323246627413,0.09330826265535819,0.8050702457565406,0.008309176908159667,0.6141999367955335,0.6208115503785177,0.017044017735219245,0.7609961105745386,0.0012005970922037191
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,30,0.2,0.6248251204725633,0.6434700477059521,0.04431869516631399,0.7690983018416647,0.0021338608457140765,0.5045513654096229,0.5093330771939936,0.0182670945445569,0.6707000864304236,0.000677706878037947
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,30,0.3,0.5978197264905398,0.6150690124200058,0.044809197312833296,0.7482943370634113,0.001452051443467059,0.44571619068785423,0.4471871028162419,0.007325644706231748,0.6166026133743274,0.00016607698116933905
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,60,0.05,0.6360129827367232,0.7947036734693878,0.23894430720160106,0.7775158136860264,0.048802171483314706,0.595591200322595,0.60768,0.032321467569338284,0.7465461080534651,0.003969982436532013
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,60,0.1,0.5927830983894687,0.7035658941130392,0.20987760566073818,0.7443362489077856,0.02681435800203774,0.4862776423106029,0.49242204928222333,0.025018122966434582,0.6543563981149901,0.0018129530855630783
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,60,0.2,0.5379327121386794,0.5858954716676842,0.13207965734373134,0.6995529881026065,0.009114557266857516,0.3608003835266186,0.36412123166952737,0.0246544063194273,0.5302767222795407,0.0009408955111394257
larno_ukea,ukea,convlstm,Conv-LSTM,52,44,past_only,residual,60,0.3,0.4984117296195087,0.5277451383584983,0.10033051229405579,0.66525337431264,0.004616806234704741,0.29212463594186777,0.2931672639680395,0.012027916646042667,0.4521616999105191,0.00027998101198733517
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,5,0.05,0.9291273197767607,0.9355955274671852,0.007385859586144293,0.9632617922639545,0.0008593890655944308,0.9234984825346504,0.9289936801166747,0.006364458865004836,0.9602279293901281,0.0007345616035527816
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,5,0.1,0.9104266268765797,0.9156266748334737,0.006199308602579444,0.9531134188231731,0.0004283934098622365,0.9001021543903518,0.9039889748105046,0.0047541177065596706,0.9474250132400379,0.0003238791999494657
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,5,0.2,0.8899357601713062,0.8938835865035623,0.004938197707479125,0.9417629730342171,0.00018357708290452323,0.8660321715817695,0.8684769458260518,0.003239940755369045,0.9282071175093027,0.00011682178003015115
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,5,0.3,0.8768308921438083,0.88255989277936,0.007348784624081402,0.9343738914508691,0.00017102937758462666,0.8437696072280085,0.8448651365387837,0.0015344255803593527,0.9152657728169877,3.3986607084124524e-05
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,15,0.05,0.8260902585566732,0.8472309969103482,0.029320191964462776,0.9047638852305232,0.0036041065118903827,0.8116672514269577,0.820869429755857,0.013623269792739109,0.8960445145626482,0.001596678907871627
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,15,0.1,0.7897867550177171,0.7996373526745241,0.015358116836515,0.8825484408167933,0.0011213451484064789,0.7540115883191798,0.760134697578034,0.010570325539052886,0.8597566781662235,0.0007300969969375517
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,15,0.2,0.7431752421688262,0.7512876491659425,0.01432146829810901,0.8526684227618807,0.000579419253145459,0.6759391846361186,0.6803662646516458,0.00953468279437176,0.8066392752585221,0.0003476515518872754
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,15,0.3,0.7199504720631481,0.7294110267829141,0.017696498711830044,0.837175818440329,0.0004634371329279272,0.629461632308318,0.6310606535783729,0.004009305548680889,0.7726007410393749,8.959047199800026e-05
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,30,0.05,0.7385024705435196,0.7922707502718376,0.08416256415627946,0.8495846086576301,0.011998984529000657,0.6993339181373497,0.7103494623655914,0.021693237242483804,0.823068274778972,0.0025959221870457756
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,30,0.1,0.6869751981590386,0.7151801020027896,0.05429074269623372,0.8144461150451062,0.004579131936238913,0.6141999367955335,0.6208115503785177,0.017044017735219245,0.7609961105745386,0.0012005970922037191
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,30,0.2,0.6251112811782529,0.6407325585118304,0.03753757364434291,0.7693150474286647,0.001786993980772357,0.5045513654096229,0.5093330771939936,0.0182670945445569,0.6707000864304236,0.000677706878037947
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,30,0.3,0.6040056601719821,0.6186589961424398,0.037734540283702704,0.7531216069489685,0.0012208902399475736,0.44571619068785423,0.4471871028162419,0.007325644706231748,0.6166026133743274,0.00016607698116933905
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,60,0.05,0.682314246407473,0.7708669387755102,0.14409913568072394,0.811161467442284,0.025384639948906274,0.595591200322595,0.60768,0.032321467569338284,0.7465461080534651,0.003969982436532013
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,60,0.1,0.6171364904243217,0.6744120702280196,0.12096729443883383,0.7632460142710537,0.013316164846790804,0.4862776423106029,0.49242204928222333,0.025018122966434582,0.6543563981149901,0.0018129530855630783
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,60,0.2,0.5521613832853026,0.5848932714349895,0.09202432045779685,0.7114741923505384,0.006059885231944286,0.3608003835266186,0.36412123166952737,0.0246544063194273,0.5302767222795407,0.0009408955111394257
larno_ukea,ukea,convlstm,Conv-LSTM,77,44,past_only,residual,60,0.3,0.5178436898350959,0.5451794841666177,0.08827864020436235,0.6823412625464171,0.004140953732849723,0.29212463594186777,0.2931672639680395,0.012027916646042667,0.4521616999105191,0.00027998101198733517
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,5,0.05,0.9229825307258251,0.9287797763733593,0.006717201651225422,0.9599489501107923,0.0007753705815279361,0.9234984825346504,0.9289936801166747,0.006364458865004836,0.9602279293901281,0.0007345616035527816
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,5,0.1,0.902955837741429,0.9070209019217518,0.004938935273069363,0.9490034606511151,0.00033766129356433653,0.9001021543903518,0.9039889748105046,0.0047541177065596706,0.9474250132400379,0.0003238791999494657
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,5,0.2,0.8770566482662522,0.8799569834655195,0.0037439503241713085,0.9345020557332115,0.00013684837089246278,0.8660321715817695,0.8684769458260518,0.003239940755369045,0.9282071175093027,0.00011682178003015115
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,5,0.3,0.8634123935192918,0.866016083095996,0.003470046749240927,0.9267002801120449,7.893663580828923e-05,0.8437696072280085,0.8448651365387837,0.0015344255803593527,0.9152657728169877,3.3986607084124524e-05
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,15,0.05,0.8098093012227755,0.8276458930132327,0.025922568422339243,0.8949111938762142,0.003101944901170451,0.8116672514269577,0.820869429755857,0.013623269792739109,0.8960445145626482,0.001596678907871627
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,15,0.1,0.764861226844433,0.7727366921383241,0.013149624532733467,0.8667664235697475,0.0009257210726720152,0.7540115883191798,0.760134697578034,0.010570325539052886,0.8597566781662235,0.0007300969969375517
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,15,0.2,0.7039764359351989,0.7092138451429661,0.010381236875573038,0.8262748487467588,0.00039490516088166235,0.6759391846361186,0.6803662646516458,0.00953468279437176,0.8066392752585221,0.0003476515518872754
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,15,0.3,0.6750896895960069,0.6786677538731731,0.007749094410564446,0.8060340813856038,0.0001869233304649635,0.629461632308318,0.6310606535783729,0.004009305548680889,0.7726007410393749,8.959047199800026e-05
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,30,0.05,0.6985680951897854,0.7279282952760662,0.05458628772053704,0.8225376388124522,0.006926607331302391,0.6993339181373497,0.7103494623655914,0.021693237242483804,0.823068274778972,0.0025959221870457756
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,30,0.1,0.6302159171277614,0.6451729681959987,0.03548063607277589,0.773168646565694,0.002647013767084164,0.6141999367955335,0.6208115503785177,0.017044017735219245,0.7609961105745386,0.0012005970922037191
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,30,0.2,0.5461618749406965,0.5528767649601383,0.021753908905506457,0.7064743786437557,0.0008791873012384177,0.5045513654096229,0.5093330771939936,0.0182670945445569,0.6707000864304236,0.000677706878037947
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,30,0.3,0.5104572846508331,0.5137467389123018,0.012388014917056024,0.6758976766017367,0.0003242989699860742,0.44571619068785423,0.4471871028162419,0.007325644706231748,0.6166026133743274,0.00016607698116933905
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,60,0.05,0.6092415038480674,0.6477714285714286,0.08894685599867737,0.7571784625132157,0.01236979083506307,0.595591200322595,0.60768,0.032321467569338284,0.7465461080534651,0.003969982436532013
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,60,0.1,0.5172059327426697,0.5397884985440117,0.0748350942735392,0.6817873850621068,0.006264705810490206,0.4862776423106029,0.49242204928222333,0.025018122966434582,0.6543563981149901,0.0018129530855630783
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,60,0.2,0.42029475011540063,0.4300360561692912,0.05113997407416821,0.591841587925677,0.002369313852831695,0.3608003835266186,0.36412123166952737,0.0246544063194273,0.5302767222795407,0.0009408955111394257
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,2026,44,past_only,residual,60,0.3,0.37223526683479724,0.3772105046707009,0.034220818291215406,0.5425239765093582,0.0010484885634093621,0.29212463594186777,0.2931672639680395,0.012027916646042667,0.4521616999105191,0.00027998101198733517
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,5,0.05,0.9301906678164223,0.94393777345649,0.015415196138087704,0.9638329345657073,0.0018244013683010262,0.9234984825346504,0.9289936801166747,0.006364458865004836,0.9602279293901281,0.0007345616035527816
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,5,0.1,0.9153603110949082,0.9227471097159482,0.00866961685886785,0.9558100434603306,0.0006052636112530794,0.9001021543903518,0.9039889748105046,0.0047541177065596706,0.9474250132400379,0.0003238791999494657
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,5,0.2,0.8917385019007336,0.8955504772146794,0.0047506647942872505,0.9427714253368051,0.00017690155261708602,0.8660321715817695,0.8684769458260518,0.003239940755369045,0.9282071175093027,0.00011682178003015115
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,5,0.3,0.8756781570820465,0.8788323002177919,0.004081826379989558,0.9337189898765157,9.428542610434546e-05,0.8437696072280085,0.8448651365387837,0.0015344255803593527,0.9152657728169877,3.3986607084124524e-05
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,15,0.05,0.8233296770655225,0.883475988126044,0.07637255256776809,0.9031056614957248,0.010288218825453744,0.8116672514269577,0.820869429755857,0.013623269792739109,0.8960445145626482,0.001596678907871627
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,15,0.1,0.8002006772858397,0.8263178344773993,0.037997587454764774,0.8890127499477462,0.002934361136016954,0.7540115883191798,0.760134697578034,0.010570325539052886,0.8597566781662235,0.0007300969969375517
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,15,0.2,0.7525387604998119,0.7633692956612051,0.01850438763830599,0.8587984214228656,0.0007639333454092556,0.6759391846361186,0.6803662646516458,0.00953468279437176,0.8066392752585221,0.0003476515518872754
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,15,0.3,0.7206256594873068,0.7282192811892366,0.014263881813550688,0.8376321200533892,0.00037163455051022326,0.629461632308318,0.6310606535783729,0.004009305548680889,0.7726007410393749,8.959047199800026e-05
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,30,0.05,0.7057604511400958,0.8486317506342878,0.1926003089191422,0.8275024205988359,0.0333624534575792,0.6993339181373497,0.7103494623655914,0.021693237242483804,0.823068274778972,0.0025959221870457756
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,30,0.1,0.7005465130093858,0.7533938819621163,0.09101653327852216,0.8239074999126699,0.008413679919152671,0.6141999367955335,0.6208115503785177,0.017044017735219245,0.7609961105745386,0.0012005970922037191
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,42,44,past_only,residual,30,0.2,0.6247482727638876,0.6456312233855217,0.04922438587392145,0.769040082376721,0.0023902904752419484,0.5045513654096229,0.5093330771939936,0.0182670945445569,0.6707000864304236,0.000677706878037947
